BinStart,BinEnd,AvgCurrent_mA
6549200,6549300,28.333333333333332
6549300,6549400,147.0
6549400,6549500,130.0
6549800,6549900,240.0
6550300,6550400,240.0
6550700,6550800,125.0
6550800,6550900,130.0
6551200,6551300,240.0
6551700,6551800,102.5
6551800,6551900,130.0
6551900,6552000,100.0
6552000,6552100,240.0
6552400,6552500,81.66666666666667
6552500,6552600,240.0
6552900,6553000,240.0
6553400,6553500,81.66666666666667
6553500,6553600,240.0
6553900,6554000,45.0
6554000,6554100,130.0
6554400,6554500,45.0
6554500,6554600,139.0
6554600,6554700,94.0
6554700,6554800,180.0
6554800,6554900,146.66666666666666
6555300,6555400,135.0
6555400,6555500,172.5
6555500,6555600,172.5
6555600,6555700,126.66666666666667
6555800,6555900,142.5
6555900,6556000,141.66666666666666
6556400,6556500,32.5
6556500,6556600,150.0
6556600,6556700,76.66666666666667
6556700,6556800,170.0
6556800,6556900,136.25
6556900,6557000,240.0
6557300,6557400,45.0
6557400,6557500,141.66666666666666
6557900,6558000,125.0
6558000,6558100,172.5
6558100,6558200,81.66666666666667
6558200,6558300,136.25
6558300,6558400,240.0
6558700,6558800,240.0
6559200,6559300,240.0
6559600,6559700,45.0
6559700,6559800,32.5
6559800,6559900,121.66666666666667
6559900,6560000,142.5
6560000,6560100,130.0
6560400,6560500,240.0
6560900,6561000,105.0
6561000,6561100,32.5
6561200,6561300,151.0
6561600,6561700,240.0
6562100,6562200,240.0
6562500,6562600,240.0
6562900,6563000,45.0
6563000,6563100,165.0
6563100,6563200,130.0
6563500,6563600,135.0
6563600,6563700,116.66666666666667
6563700,6563800,240.0
6564100,6564200,240.0
6564500,6564600,240.0
6565000,6565100,105.0
6565100,6565200,121.66666666666667
6565200,6565300,240.0
6565600,6565700,240.0
6566100,6566200,142.5
6566200,6566300,126.66666666666667
6566300,6566400,76.66666666666667
6566400,6566500,130.0
6566500,6566600,116.66666666666667
6566600,6566700,240.0
6567000,6567100,240.0
6567400,6567500,45.0
6567500,6567600,116.66666666666667
6567600,6567700,240.0
6568000,6568100,45.0
6568100,6568200,92.5
6568200,6568300,130.0
6568300,6568400,154.0
6568800,6568900,45.0
6568900,6569000,121.66666666666667
6569000,6569100,240.0
6569400,6569500,138.75
6569500,6569600,168.75
6569600,6569700,180.0
6569700,6569800,172.5
6569800,6569900,32.5
6569900,6570000,121.66666666666667
6570000,6570100,146.25
6570100,6570200,102.5
6570200,6570300,121.66666666666667
6570300,6570400,240.0
6570700,6570800,45.0
6570800,6570900,168.75
6570900,6571000,130.0
6571300,6571400,240.0
6571800,6571900,240.0
6572200,6572300,240.0
6572600,6572700,45.0
6572700,6572800,130.0
6573100,6573200,240.0
6573600,6573700,240.0
6574000,6574100,105.0
6574100,6574200,165.0
6574200,6574300,81.66666666666667
6574300,6574400,32.5
6574400,6574500,165.0
6574500,6574600,151.25
6575000,6575100,125.0
6575100,6575200,130.0
6575600,6575700,240.0
6576000,6576100,105.0
6576100,6576200,76.66666666666667
6576200,6576300,106.25
6576300,6576400,102.5
6576400,6576500,170.0
6576500,6576600,141.66666666666666
6576900,6577000,45.0
6577000,6577100,76.66666666666667
6577100,6577200,130.0
6577600,6577700,240.0
6578000,6578100,240.0
6578500,6578600,32.5
6578600,6578700,81.66666666666667
6578700,6578800,105.0
6578800,6578900,172.5
6578900,6579000,126.66666666666667
6579000,6579100,36.666666666666664
6579100,6579200,180.0
6579200,6579300,126.66666666666667
6579300,6579400,142.5
6579400,6579500,172.5
6579500,6579600,112.0
6579600,6579700,81.66666666666667
6579700,6579800,171.0
6579800,6579900,170.0
6579900,6580000,176.25
6580000,6580100,115.0
6580100,6580200,155.0
6580500,6580600,45.0
6580600,6580700,121.66666666666667
6580700,6580800,138.75
6580800,6580900,180.0
6580900,6581000,175.0
6581000,6581100,172.5
6581100,6581200,175.0
6581200,6581300,172.5
6581300,6581400,153.33333333333334
6581400,6581500,240.0
6581800,6581900,45.0
6581900,6582000,165.0
6582000,6582100,130.0
6582400,6582500,240.0
6582900,6583000,142.5
6583000,6583100,177.0
6583100,6583200,76.66666666666667
6583200,6583300,168.75
6583300,6583400,168.75
6583400,6583500,176.25
6583500,6583600,146.66666666666666
6584000,6584100,240.0
6584400,6584500,240.0
6584800,6584900,112.5
6584900,6585000,130.0
6585300,6585400,45.0
6585400,6585500,76.66666666666667
6585500,6585600,176.25
6585600,6585700,153.33333333333334
6585700,6585800,240.0
6586100,6586200,240.0
6586600,6586700,135.0
6586700,6586800,146.66666666666666
6587200,6587300,76.66666666666667
6587300,6587400,112.5
6587400,6587500,32.5
6587500,6587600,81.66666666666667
6587600,6587700,170.0
6587700,6587800,168.75
6587800,6587900,132.5
6587900,6588000,240.0
6588300,6588400,112.5
6588400,6588500,86.0
6588500,6588600,240.0
6589000,6589100,240.0
6589400,6589500,240.0
6589800,6589900,45.0
6589900,6590000,160.0
6590400,6590500,240.0
6590900,6591000,240.0
6591300,6591400,240.0
6591700,6591800,240.0
6592200,6592300,105.0
6592300,6592400,28.333333333333332
6592400,6592500,146.25
6592500,6592600,168.75
6592600,6592700,102.5
6592700,6592800,175.0
6592800,6592900,126.66666666666667
6592900,6593000,240.0
6593300,6593400,135.0
6593400,6593500,172.5
6593500,6593600,130.0
6593900,6594000,240.0
6594400,6594500,240.0
6594800,6594900,240.0
6595200,6595300,45.0
6595300,6595400,146.66666666666666
6595700,6595800,45.0
6595800,6595900,130.0
6596300,6596400,240.0
6596700,6596800,240.0
6597200,6597300,240.0
6597600,6597700,240.0
6598100,6598200,240.0
6598600,6598700,45.0
6598700,6598800,32.5
6598800,6598900,146.66666666666666
6599300,6599400,147.0
6599400,6599500,146.66666666666666
6599900,6600000,147.5
6600000,6600100,121.66666666666667
6600100,6600200,142.5
6600200,6600300,102.5
6600300,6600400,81.66666666666667
6600400,6600500,174.0
6600500,6600600,165.0
6600600,6600700,176.25
6600700,6600800,32.5
6600800,6600900,165.0
6600900,6601000,172.5
6601000,6601100,98.75
6601100,6601200,175.0
6601200,6601300,20.0
6601300,6601400,240.0
6601700,6601800,240.0
6602100,6602200,32.5
6602200,6602300,81.66666666666667
6602300,6602400,142.5
6602400,6602500,130.0
6602800,6602900,112.5
6602900,6603000,154.0
6603400,6603500,240.0
6603800,6603900,240.0
6604200,6604300,45.0
6604300,6604400,175.0
6604400,6604500,130.0
6604800,6604900,105.0
6604900,6605000,126.66666666666667
6605000,6605100,32.5
6605100,6605200,142.5
6605200,6605300,146.66666666666666
6605700,6605800,240.0
6606200,6606300,140.83333333333334
6606700,6606800,240.0
6607100,6607200,240.0
6607600,6607700,130.0
6607700,6607800,165.0
6607800,6607900,130.0
6608200,6608300,45.0
6608300,6608400,172.5
6608400,6608500,121.66666666666667
6608500,6608600,240.0
6608900,6609000,105.0
6609000,6609100,165.0
6609100,6609200,130.0
6609600,6609700,240.0
6610000,6610100,240.0
6610500,6610600,147.0
6610600,6610700,121.0
6610700,6610800,180.0
6610800,6610900,132.5
6610900,6611000,81.66666666666667
6611000,6611100,240.0
6611400,6611500,112.5
6611500,6611600,180.0
6611600,6611700,121.66666666666667
6611700,6611800,106.25
6611800,6611900,146.25
6611900,6612000,130.0
6612400,6612500,81.66666666666667
6612500,6612600,153.0
6612600,6612700,118.0
6612700,6612800,76.66666666666667
6612800,6612900,130.0
6613200,6613300,240.0
6613700,6613800,45.0
6613800,6613900,81.66666666666667
6613900,6614000,106.25
6614000,6614100,170.0
6614100,6614200,146.66666666666666
6614500,6614600,240.0
6615000,6615100,240.0
6615400,6615500,240.0
6615900,6616000,45.0
6616000,6616100,180.0
6616100,6616200,170.0
6616200,6616300,130.0
6616600,6616700,45.0
6616700,6616800,116.66666666666667
6616800,6616900,240.0
6617200,6617300,240.0
6617600,6617700,45.0
6617700,6617800,142.0
6617800,6617900,240.0
6618200,6618300,240.0
6618600,6618700,45.0
6618700,6618800,172.5
6618800,6618900,175.0
6618900,6619000,180.0
6619000,6619100,20.0
6619100,6619200,240.0
6619500,6619600,135.0
6619600,6619700,175.0
6619700,6619800,121.66666666666667
6619800,6619900,240.0
6620300,6620400,240.0
6620800,6620900,240.0
6621200,6621300,135.0
6621300,6621400,146.66666666666666
6621700,6621800,45.0
6621800,6621900,175.0
6621900,6622000,171.0
6622000,6622100,176.25
6622100,6622200,180.0
6622200,6622300,171.0
6622300,6622400,121.66666666666667
6622400,6622500,142.5
6622500,6622600,130.0
6622900,6623000,112.5
6623000,6623100,32.5
6623100,6623200,130.0
6623500,6623600,45.0
6623600,6623700,175.0
6623700,6623800,130.0
6624100,6624200,240.0
6624600,6624700,135.0
6624700,6624800,130.0
6625100,6625200,240.0
6625500,6625600,240.0
6626000,6626100,106.25
6626100,6626200,135.0
6626200,6626300,106.25
6626300,6626400,92.5
6626400,6626500,141.0
6626500,6626600,81.66666666666667
6626600,6626700,116.66666666666667
6626700,6626800,240.0
6627100,6627200,32.5
6627200,6627300,76.66666666666667
6627300,6627400,146.25
6627400,6627500,130.0
6627800,6627900,240.0
6628300,6628400,240.0
6628700,6628800,240.0
6629200,6629300,102.5
6629300,6629400,240.0
6629700,6629800,240.0
6630200,6630300,142.5
6630300,6630400,81.66666666666667
6630400,6630500,145.0
6630500,6630600,240.0
6631000,6631100,142.5
6631100,6631200,130.0
6631500,6631600,240.0
6632000,6632100,112.5
6632100,6632200,32.5
6632200,6632300,116.66666666666667
6632300,6632400,240.0
6632700,6632800,112.5
6632800,6632900,130.0
6633300,6633400,240.0
6633800,6633900,72.5
6633900,6634000,180.0
6634000,6634100,106.25
6634100,6634200,172.5
6634200,6634300,180.0
6634300,6634400,126.66666666666667
6634400,6634500,240.0
6634800,6634900,240.0
6635200,6635300,45.0
6635300,6635400,139.0
6635400,6635500,240.0
6635800,6635900,240.0
6636300,6636400,102.5
6636400,6636500,142.5
6636500,6636600,180.0
6636600,6636700,170.0
6636700,6636800,146.66666666666666
6637100,6637200,45.0
6637200,6637300,153.33333333333334
6637300,6637400,144.0
6637400,6637500,175.0
6637500,6637600,141.66666666666666
6637900,6638000,240.0
6638400,6638500,102.5
6638500,6638600,240.0
6638900,6639000,45.0
6639000,6639100,147.5
6639500,6639600,240.0
6639900,6640000,240.0
6640300,6640400,45.0
6640400,6640500,176.25
6640500,6640600,130.0
6641000,6641100,130.0
6641100,6641200,32.5
6641200,6641300,172.5
6641300,6641400,130.0
6641700,6641800,240.0
6642100,6642200,45.0
6642200,6642300,102.5
6642300,6642400,130.0
6642700,6642800,45.0
6642800,6642900,180.0
6642900,6643000,175.0
6643000,6643100,146.66666666666666
6643400,6643500,240.0
6643900,6644000,45.0
6644000,6644100,180.0
6644100,6644200,106.25
6644200,6644300,141.66666666666666
6644700,6644800,240.0
6645100,6645200,240.0
6645500,6645600,112.5
6645600,6645700,136.25
6645700,6645800,147.0
6645800,6645900,165.0
6645900,6646000,92.5
6646000,6646100,240.0
6646400,6646500,240.0
6646800,6646900,240.0
6647300,6647400,32.5
6647400,6647500,240.0
6647800,6647900,240.0
6648200,6648300,240.0
6648700,6648800,240.0
6649100,6649200,32.5
6649200,6649300,240.0
6649600,6649700,240.0
6650100,6650200,138.75
6650200,6650300,168.0
6650300,6650400,171.0
6650400,6650500,172.5
6650500,6650600,130.0
6650900,6651000,240.0
6651300,6651400,45.0
6651400,6651500,121.66666666666667
6651500,6651600,240.0
6651900,6652000,240.0
6652400,6652500,142.5
6652500,6652600,76.66666666666667
6652600,6652700,102.5
6652700,6652800,176.25
6652800,6652900,139.0
6652900,6653000,112.5
6653000,6653100,168.75
6653100,6653200,155.0
6653600,6653700,118.0
6653700,6653800,240.0
6654200,6654300,240.0
6654600,6654700,45.0
6654700,6654800,168.75
6654800,6654900,130.0
6655200,6655300,135.0
6655300,6655400,130.0
6655700,6655800,240.0
6656200,6656300,240.0
6656600,6656700,105.0
6656700,6656800,145.83333333333334
6656800,6656900,240.0
6657200,6657300,240.0
6657600,6657700,45.0
6657700,6657800,32.5
6657800,6657900,171.0
6657900,6658000,130.0
6658400,6658500,240.0
6658900,6659000,240.0
6659300,6659400,240.0
6659800,6659900,112.5
6659900,6660000,20.0
6660000,6660100,240.0
6660400,6660500,45.0
6660500,6660600,146.66666666666666
6660900,6661000,240.0
6661400,6661500,146.25
6661500,6661600,141.66666666666666
6662000,6662100,240.0
6662400,6662500,240.0
6662900,6663000,130.0
6663000,6663100,172.5
6663100,6663200,176.25
6663200,6663300,170.0
6663300,6663400,130.0
6663900,6664000,240.0
6664300,6664400,45.0
6664400,6664500,86.0
6664500,6664600,240.0
6664900,6665000,240.0
6665400,6665500,102.5
6665500,6665600,240.0
6665900,6666000,240.0
6666300,6666400,45.0
6666400,6666500,165.0
6666500,6666600,20.0
6666600,6666700,125.0
6666700,6666800,32.5
6666800,6666900,121.66666666666667
6666900,6667000,240.0
6667300,6667400,240.0
6667700,6667800,240.0
6668200,6668300,240.0
6668600,6668700,240.0
6669100,6669200,135.0
6669200,6669300,76.66666666666667
6669300,6669400,121.0
6669400,6669500,165.0
6669500,6669600,102.5
6669600,6669700,20.0
6669700,6669800,76.66666666666667
6669800,6669900,117.5
6670300,6670400,106.25
6670400,6670500,240.0
6670800,6670900,45.0
6670900,6671000,142.0
6671000,6671100,153.0
6671100,6671200,147.5
6671600,6671700,240.0
6672000,6672100,240.0
6672500,6672600,240.0
6672900,6673000,240.0
6673300,6673400,240.0
6673800,6673900,142.5
6673900,6674000,130.0
6674300,6674400,240.0
6674800,6674900,138.75
6674900,6675000,180.0
6675000,6675100,172.5
6675100,6675200,146.66666666666666
6675500,6675600,45.0
6675600,6675700,151.25
6676100,6676200,81.66666666666667
6676200,6676300,240.0
6676600,6676700,240.0
6677000,6677100,45.0
6677100,6677200,102.5
6677200,6677300,168.75
6677300,6677400,142.0
6677400,6677500,240.0
6677900,6678000,240.0
6678300,6678400,45.0
6678400,6678500,130.0
6678800,6678900,240.0
6679200,6679300,45.0
6679300,6679400,141.66666666666666
6679700,6679800,240.0
6680200,6680300,146.25
6680300,6680400,168.75
6680400,6680500,81.66666666666667
6680500,6680600,130.0
6680900,6681000,240.0
6681400,6681500,130.0
6681500,6681600,176.25
6681600,6681700,98.75
6681700,6681800,100.0
6681800,6681900,147.0
6681900,6682000,171.0
6682000,6682100,98.75
6682100,6682200,175.0
6682200,6682300,32.5
6682300,6682400,128.75
6682400,6682500,240.0
6682800,6682900,240.0
6683200,6683300,45.0
6683300,6683400,106.25
6683400,6683500,20.0
6683500,6683600,240.0
6683900,6684000,240.0
6684300,6684400,112.5
6684400,6684500,130.0
6684900,6685000,240.0
6685300,6685400,112.5
6685400,6685500,165.0
6685500,6685600,102.5
6685600,6685700,132.5
6685700,6685800,240.0
6686200,6686300,152.5
6686300,6686400,172.5
6686400,6686500,81.66666666666667
6686500,6686600,146.66666666666666
6686900,6687000,45.0
6687000,6687100,126.66666666666667
6687100,6687200,240.0
6687500,6687600,105.0
6687600,6687700,168.75
6687700,6687800,76.66666666666667
6687800,6687900,121.0
6687900,6688000,86.0
6688000,6688100,240.0
6688400,6688500,240.0
6689000,6689100,240.0
6689400,6689500,240.0
6689800,6689900,240.0
6690300,6690400,112.5
6690400,6690500,106.25
6690500,6690600,76.66666666666667
6690600,6690700,141.66666666666666
6691000,6691100,240.0
6691400,6691500,45.0
6691500,6691600,115.0
6691600,6691700,171.0
6691700,6691800,92.5
6691800,6691900,130.0
6691900,6692000,83.0
6692000,6692100,105.0
6692100,6692200,175.71428571428572
6692200,6692300,130.0
6692600,6692700,45.0
6692700,6692800,165.0
6692800,6692900,62.5
6692900,6693000,105.0
6693000,6693100,146.66666666666666
6693500,6693600,240.0
6693900,6694000,240.0
6694300,6694400,45.0
6694400,6694500,145.0
6694500,6694600,130.0
6695000,6695100,240.0
6695400,6695500,32.5
6695500,6695600,240.0
6695900,6696000,240.0
6696400,6696500,240.0
6696800,6696900,240.0
6697200,6697300,240.0
6697600,6697700,45.0
6697700,6697800,180.0
6697800,6697900,141.66666666666666
6698300,6698400,240.0
6698800,6698900,144.0
6698900,6699000,106.25
6699000,6699100,100.0
6699100,6699200,240.0
6699500,6699600,81.66666666666667
6699600,6699700,240.0
6700000,6700100,240.0
6700500,6700600,240.0
6700900,6701000,105.0
6701000,6701100,174.0
6701100,6701200,106.25
6701200,6701300,98.75
6701300,6701400,139.0
6701400,6701500,240.0
6701800,6701900,240.0
6702300,6702400,240.0
6702700,6702800,112.5
6702800,6702900,76.66666666666667
6702900,6703000,172.5
6703000,6703100,20.0
6703100,6703200,81.66666666666667
6703200,6703300,141.0
6703300,6703400,130.0
6703800,6703900,240.0
6704200,6704300,105.0
6704300,6704400,121.66666666666667
6704400,6704500,240.0
6704800,6704900,240.0
6705300,6705400,36.666666666666664
6705400,6705500,128.75
6705500,6705600,240.0
6705900,6706000,45.0
6706000,6706100,140.0
6706100,6706200,240.0
6706500,6706600,45.0
6706600,6706700,136.25
6706700,6706800,240.0
6707100,6707200,45.0
6707200,6707300,118.0
6707300,6707400,116.66666666666667
6707400,6707500,32.5
6707500,6707600,240.0
6707900,6708000,240.0
6708300,6708400,240.0
6708800,6708900,240.0
6709200,6709300,112.5
6709300,6709400,130.0
6709700,6709800,45.0
6709800,6709900,130.0
6710300,6710400,45.0
6710400,6710500,174.0
6710500,6710600,100.0
6710600,6710700,112.5
6710700,6710800,175.0
6710800,6710900,130.0
6711300,6711400,81.66666666666667
6711400,6711500,240.0
6711800,6711900,240.0
6712300,6712400,240.0
6712800,6712900,240.0
6713200,6713300,240.0
6713600,6713700,45.0
6713700,6713800,115.0
6713800,6713900,170.0
6713900,6714000,168.75
6714000,6714100,115.0
6714100,6714200,98.75
6714200,6714300,180.0
6714300,6714400,168.75
6714400,6714500,121.66666666666667
6714500,6714600,240.0
6714900,6715000,240.0
6715300,6715400,45.0
6715400,6715500,155.0
6715900,6716000,240.0
6716300,6716400,112.5
6716400,6716500,172.5
6716500,6716600,151.25
6717000,6717100,240.0
6717400,6717500,240.0
6717800,6717900,240.0
6718200,6718300,240.0
6718700,6718800,125.0
6718800,6718900,165.0
6718900,6719000,92.5
6719000,6719100,240.0
6719400,6719500,112.5
6719500,6719600,146.66666666666666
6720000,6720100,240.0
6720400,6720500,240.0
6720900,6721000,72.5
6721000,6721100,180.0
6721100,6721200,176.25
6721200,6721300,172.5
6721300,6721400,176.25
6721400,6721500,172.5
6721500,6721600,172.5
6721600,6721700,130.0
6722000,6722100,240.0
6722500,6722600,125.0
6722600,6722700,102.5
6722700,6722800,175.0
6722800,6722900,180.0
6722900,6723000,130.0
6723400,6723500,144.0
6723500,6723600,172.5
6723600,6723700,146.66666666666666
6724100,6724200,240.0
6724500,6724600,240.0
6724900,6725000,240.0
6725300,6725400,240.0
6725800,6725900,240.0
6726300,6726400,144.0
6726400,6726500,180.0
6726500,6726600,98.75
6726600,6726700,165.0
6726700,6726800,132.5
6726800,6726900,240.0
6727300,6727400,240.0
6727800,6727900,240.0
6728200,6728300,240.0
6728600,6728700,240.0
6729100,6729200,240.0
6729500,6729600,112.5
6729600,6729700,98.75
6729700,6729800,81.66666666666667
6729800,6729900,146.66666666666666
6730300,6730400,106.25
6730400,6730500,240.0
6730800,6730900,240.0
6731200,6731300,240.0
6731700,6731800,240.0
6732100,6732200,240.0
6732500,6732600,240.0
6733000,6733100,106.25
6733100,6733200,240.0
6733500,6733600,240.0
6734000,6734100,138.75
6734100,6734200,172.5
6734200,6734300,160.0
6734700,6734800,240.0
6735100,6735200,240.0
6735500,6735600,240.0
6736000,6736100,81.66666666666667
6736100,6736200,240.0
6736500,6736600,240.0
6736900,6737000,240.0
6737400,6737500,112.5
6737500,6737600,147.5
6738000,6738100,153.0
6738100,6738200,32.5
6738200,6738300,81.66666666666667
6738300,6738400,146.66666666666666
6738700,6738800,240.0
6739200,6739300,240.0
6739600,6739700,240.0
6740100,6740200,240.0
6740500,6740600,240.0
6740900,6741000,45.0
6741000,6741100,180.0
6741100,6741200,146.66666666666666
6741500,6741600,240.0
6742000,6742100,32.5
6742100,6742200,135.0
6742200,6742300,130.0
6742700,6742800,240.0
6743100,6743200,45.0
6743200,6743300,172.5
6743300,6743400,130.0
6743800,6743900,240.0
6744200,6744300,112.5
6744300,6744400,81.66666666666667
6744400,6744500,81.66666666666667
6744500,6744600,98.75
6744600,6744700,180.0
6744700,6744800,146.66666666666666
6745100,6745200,240.0
6745600,6745700,36.666666666666664
6745700,6745800,126.66666666666667
6745800,6745900,101.66666666666667
6746300,6746400,240.0
6746700,6746800,45.0
6746800,6746900,141.66666666666666
6747300,6747400,81.66666666666667
6747400,6747500,146.25
6747500,6747600,130.0
6747900,6748000,240.0
6748400,6748500,105.0
6748500,6748600,81.66666666666667
6748600,6748700,145.0
6748700,6748800,106.25
6748800,6748900,240.0
6749300,6749400,240.0
6749700,6749800,130.0
6749800,6749900,157.0
6750300,6750400,105.0
6750400,6750500,175.0
6750500,6750600,130.0
6751000,6751100,102.5
6751100,6751200,138.75
6751200,6751300,76.66666666666667
6751300,6751400,146.66666666666666
6751800,6751900,240.0
6752200,6752300,105.0
6752300,6752400,148.0
6752400,6752500,106.25
6752500,6752600,98.75
6752600,6752700,81.66666666666667
6752700,6752800,76.66666666666667
6752800,6752900,240.0
6753200,6753300,105.0
6753300,6753400,32.5
6753400,6753500,180.0
6753500,6753600,180.0
6753600,6753700,170.0
6753700,6753800,81.66666666666667
6753800,6753900,81.66666666666667
6753900,6754000,180.0
6754000,6754100,102.5
6754100,6754200,168.75
6754200,6754300,165.0
6754300,6754400,171.0
6754400,6754500,136.25
6754500,6754600,105.0
6754600,6754700,20.0
6754700,6754800,101.66666666666667
6755200,6755300,240.0
6755600,6755700,240.0
6756000,6756100,112.5
6756100,6756200,180.0
6756200,6756300,81.66666666666667
6756300,6756400,176.25
6756400,6756500,28.333333333333332
6756500,6756600,135.0
6756600,6756700,62.5
6756700,6756800,240.0
6757100,6757200,240.0
6757500,6757600,240.0
6758000,6758100,125.0
6758100,6758200,62.5
6758200,6758300,121.25
6758700,6758800,240.0
6759100,6759200,240.0
6759500,6759600,240.0
6760000,6760100,240.0
6760400,6760500,45.0
6760500,6760600,118.0
6760600,6760700,176.25
6760700,6760800,174.0
6760800,6760900,175.0
6760900,6761000,157.0
6761400,6761500,105.0
6761500,6761600,98.75
6761600,6761700,170.0
6761700,6761800,147.5
6762200,6762300,150.0
6762300,6762400,121.66666666666667
6762400,6762500,105.0
6762500,6762600,102.5
6762600,6762700,76.66666666666667
6762700,6762800,132.5
6762800,6762900,101.66666666666667
6763300,6763400,240.0
6763700,6763800,240.0
6764100,6764200,240.0
6764600,6764700,240.0
6765000,6765100,45.0
6765100,6765200,102.5
6765200,6765300,130.0
6765700,6765800,240.0
6766100,6766200,240.0
6766500,6766600,125.0
6766600,6766700,168.75
6766700,6766800,130.0
6767200,6767300,240.0
6767700,6767800,240.0
6768100,6768200,45.0
6768200,6768300,157.0
6768700,6768800,138.75
6768800,6768900,92.5
6768900,6769000,240.0
6769300,6769400,32.5
6769400,6769500,102.5
6769500,6769600,125.0
6769600,6769700,130.0
6770000,6770100,240.0
6770500,6770600,147.0
6770600,6770700,172.5
6770700,6770800,130.0
6771200,6771300,141.0
6771300,6771400,115.0
6771400,6771500,165.0
6771500,6771600,130.0
6771900,6772000,240.0
6772400,6772500,45.0
6772500,6772600,172.5
6772600,6772700,130.0
6773000,6773100,45.0
6773100,6773200,126.66666666666667
6773200,6773300,138.75
6773300,6773400,102.5
6773400,6773500,171.0
6773500,6773600,92.5
6773600,6773700,240.0
6774000,6774100,240.0
6774400,6774500,45.0
6774500,6774600,172.5
6774600,6774700,168.75
6774700,6774800,130.0
6775200,6775300,142.5
6775300,6775400,100.0
6775400,6775500,112.5
6775500,6775600,177.5
6775600,6775700,130.0
6776100,6776200,141.0
6776200,6776300,136.25
6776300,6776400,240.0
6776700,6776800,240.0
6777100,6777200,240.0
6777600,6777700,153.0
6777700,6777800,121.66666666666667
6777800,6777900,32.5
6777900,6778000,105.0
6778000,6778100,150.83333333333334
6778100,6778200,240.0
6778500,6778600,138.75
6778600,6778700,171.0
6778700,6778800,92.5
6778800,6778900,36.666666666666664
6778900,6779000,175.0
6779000,6779100,98.75
6779100,6779200,128.75
6779200,6779300,138.75
6779300,6779400,76.66666666666667
6779400,6779500,165.0
6779500,6779600,176.25
6779600,6779700,175.0
6779700,6779800,165.0
6779800,6779900,174.0
6779900,6780000,175.0
6780000,6780100,106.25
6780100,6780200,130.0
6780600,6780700,240.0
6781000,6781100,76.66666666666667
6781100,6781200,76.66666666666667
6781200,6781300,240.0
6781600,6781700,240.0
6782100,6782200,240.0
6782500,6782600,240.0
6782900,6783000,240.0
6783400,6783500,240.0
6783800,6783900,45.0
6783900,6784000,130.0
6784400,6784500,142.5
6784500,6784600,168.0
6784600,6784700,128.75
6784700,6784800,105.0
6784800,6784900,172.5
6784900,6785000,141.66666666666666
6785400,6785500,240.0
6785800,6785900,240.0
6786200,6786300,240.0
6786700,6786800,138.75
6786800,6786900,145.0
6786900,6787000,36.666666666666664
6787000,6787100,180.0
6787100,6787200,121.66666666666667
6787200,6787300,142.5
6787300,6787400,115.0
6787400,6787500,130.0
6787800,6787900,240.0
6788300,6788400,45.0
6788400,6788500,76.66666666666667
6788500,6788600,180.0
6788600,6788700,154.0
6789100,6789200,105.0
6789200,6789300,177.0
6789300,6789400,115.0
6789400,6789500,168.75
6789500,6789600,116.66666666666667
6789600,6789700,240.0
6790000,6790100,125.0
6790100,6790200,177.0
6790200,6790300,130.0
6790700,6790800,130.0
6790800,6790900,130.0
6791200,6791300,45.0
6791300,6791400,100.0
6791400,6791500,240.0
6791800,6791900,141.0
6791900,6792000,76.66666666666667
6792000,6792100,100.0
6792100,6792200,240.0
6792500,6792600,240.0
6792900,6793000,240.0
6793400,6793500,240.0
6793800,6793900,45.0
6793900,6794000,126.66666666666667
6794000,6794100,240.0
6794500,6794600,150.0
6794600,6794700,155.0
6795100,6795200,102.5
6795200,6795300,240.0
6795600,6795700,125.0
6795700,6795800,176.25
6795800,6795900,174.0
6795900,6796000,121.66666666666667
6796000,6796100,102.5
6796100,6796200,138.75
6796200,6796300,126.66666666666667
6796300,6796400,240.0
6796700,6796800,240.0
6797200,6797300,240.0
6797600,6797700,240.0
6798000,6798100,240.0
6798500,6798600,240.0
6798900,6799000,135.0
6799000,6799100,106.25
6799100,6799200,171.0
6799200,6799300,148.0
6799300,6799400,105.0
6799400,6799500,116.66666666666667
6799500,6799600,240.0
6799900,6800000,45.0
6800000,6800100,116.66666666666667
6800100,6800200,105.0
6800200,6800300,32.5
6800300,6800400,121.66666666666667
6800400,6800500,94.0
6800500,6800600,132.5
6800600,6800700,240.0
6801000,6801100,81.66666666666667
6801100,6801200,240.0
6801500,6801600,45.0
6801600,6801700,170.0
6801700,6801800,32.5
6801800,6801900,171.0
6801900,6802000,81.66666666666667
6802000,6802100,172.5
6802100,6802200,20.0
6802200,6802300,146.25
6802300,6802400,165.0
6802400,6802500,102.5
6802500,6802600,130.0
6802900,6803000,45.0
6803000,6803100,126.66666666666667
6803100,6803200,240.0
6803500,6803600,240.0
6803900,6804000,45.0
6804000,6804100,126.66666666666667
6804100,6804200,240.0
6804500,6804600,240.0
6805000,6805100,240.0
6805400,6805500,45.0
6805500,6805600,116.66666666666667
6805600,6805700,240.0
6806000,6806100,240.0
6806500,6806600,240.0
6806900,6807000,45.0
6807000,6807100,172.5
6807100,6807200,20.0
6807200,6807300,106.25
6807300,6807400,125.0
6807400,6807500,171.0
6807500,6807600,130.0
6807900,6808000,45.0
6808000,6808100,130.0
6808400,6808500,45.0
6808500,6808600,130.0
6808900,6809000,240.0
6809400,6809500,240.0
6809800,6809900,240.0
6810200,6810300,45.0
6810300,6810400,172.5
