Start,End,State,Label
131983,132053,PRECHARGING,
132053,132077,ACTIVE,Row 0
132077,132099,WRITING,
132099,132136,PRECHARGING,
132136,132185,ACTIVE,Row 0
132185,132195,WRITING,
132195,132260,READING,
132260,132275,WRITING,
132275,132385,READING,
132385,132482,WRITING,
132482,132508,PRECHARGING,
132508,132552,ACTIVE,Row 0
132552,132575,PRECHARGING,
132575,132628,ACTIVE,Row 0
132628,132659,PRECHARGING,
132659,132677,ACTIVE,Row 0
132677,132743,READING,
132743,132861,WRITING,
132861,132895,PRECHARGING,
132895,133761,REFRESHING,
133761,133793,ACTIVE,Row 0
133793,133859,READING,
133859,133945,WRITING,
133945,133988,READING,
133988,134083,PRECHARGING,
134083,135839,REFRESHING,
135839,135879,ACTIVE,Row 0
135879,135905,WRITING,
135905,135978,READING,
135978,136021,PRECHARGING,
136021,136879,REFRESHING,
136879,136922,ACTIVE,Row 0
136922,136963,PRECHARGING,
136963,136981,ACTIVE,Row 0
136981,137013,WRITING,
137013,137031,PRECHARGING,
137031,137064,ACTIVE,Row 0
137064,137135,WRITING,
137135,137204,PRECHARGING,
137204,138079,REFRESHING,
138079,138133,ACTIVE,Row 0
138133,138148,WRITING,
138148,138223,READING,
138223,138234,WRITING,
138234,138265,READING,
138265,138334,WRITING,
138334,138381,PRECHARGING,
138381,138412,ACTIVE,Row 0
138412,138450,WRITING,
138450,138473,PRECHARGING,
138473,138507,ACTIVE,Row 0
138507,138530,READING,
138530,138553,PRECHARGING,
138553,139001,REFRESHING,
139001,139018,ACTIVE,Row 0
139018,139097,READING,
139097,139111,WRITING,
139111,139155,READING,
139155,139234,WRITING,
139234,139290,READING,
139290,139319,PRECHARGING,
139319,140592,REFRESHING,
140592,140639,ACTIVE,Row 0
140639,140667,READING,
140667,140694,WRITING,
140694,140729,PRECHARGING,
140729,141167,REFRESHING,
141167,141187,ACTIVE,Row 0
141187,141216,READING,
141216,141281,PRECHARGING,
141281,141350,ACTIVE,Row 0
141350,141377,PRECHARGING,
141377,141404,ACTIVE,Row 0
141404,141487,WRITING,
141487,141549,PRECHARGING,
141549,141584,ACTIVE,Row 0
141584,141625,READING,
141625,141669,PRECHARGING,
141669,142588,REFRESHING,
142588,142665,ACTIVE,Row 0
142665,142693,WRITING,
142693,142711,PRECHARGING,
142711,143177,REFRESHING,
143177,143246,ACTIVE,Row 0
143246,143265,PRECHARGING,
143265,143306,ACTIVE,Row 0
143306,143323,WRITING,
143323,143366,READING,
143366,143415,WRITING,
143415,143445,READING,
143445,143470,WRITING,
143470,143494,PRECHARGING,
143494,143547,ACTIVE,Row 0
143547,143635,PRECHARGING,
143635,144486,REFRESHING,
144486,144541,ACTIVE,Row 0
144541,144580,READING,
144580,144712,WRITING,
144712,144747,READING,
144747,144775,WRITING,
144775,144853,READING,
144853,144903,WRITING,
144903,144993,PRECHARGING,
144993,145014,ACTIVE,Row 0
145014,145033,WRITING,
145033,145059,PRECHARGING,
145059,146387,REFRESHING,
146387,146404,ACTIVE,Row 0
146404,146429,WRITING,
146429,146460,READING,
146460,146483,PRECHARGING,
146483,146509,ACTIVE,Row 0
146509,146536,READING,
146536,146546,WRITING,
146546,146603,READING,
146603,146628,WRITING,
146628,146650,PRECHARGING,
146650,147108,REFRESHING,
147108,147151,ACTIVE,Row 0
147151,147176,WRITING,
147176,147201,READING,
147201,147225,WRITING,
147225,147243,READING,
147243,147275,PRECHARGING,
147275,148187,REFRESHING,
148187,148216,ACTIVE,Row 0
148216,148350,WRITING,
148350,148390,PRECHARGING,
148390,148415,ACTIVE,Row 0
148415,148433,READING,
148433,148478,WRITING,
148478,148513,READING,
148513,148593,WRITING,
148593,148627,READING,
148627,148654,WRITING,
148654,148693,PRECHARGING,
148693,149556,REFRESHING,
149556,149599,ACTIVE,Row 0
149599,149636,WRITING,
149636,149663,READING,
149663,149679,WRITING,
149679,149736,READING,
149736,149774,WRITING,
149774,149809,PRECHARGING,
149809,150664,REFRESHING,
150664,150708,ACTIVE,Row 0
150708,150783,WRITING,
150783,150832,READING,
150832,150853,WRITING,
150853,150901,READING,
150901,150936,PRECHARGING,
150936,151358,REFRESHING,
151358,151378,ACTIVE,Row 0
151378,151397,WRITING,
151397,151428,READING,
151428,151453,WRITING,
151453,151477,PRECHARGING,
151477,153239,REFRESHING,
153239,153271,ACTIVE,Row 0
153271,153341,WRITING,
153341,153361,READING,
153361,153380,PRECHARGING,
153380,153422,ACTIVE,Row 0
153422,153436,WRITING,
153436,153466,READING,
153466,153529,PRECHARGING,
153529,153551,ACTIVE,Row 0
153551,153569,READING,
153569,153590,PRECHARGING,
153590,154027,REFRESHING,
154027,154057,ACTIVE,Row 0
154057,154120,WRITING,
154120,154175,READING,
154175,154211,PRECHARGING,
154211,154631,REFRESHING,
154631,154663,ACTIVE,Row 0
154663,154673,WRITING,
154673,154692,READING,
154692,154731,PRECHARGING,
154731,155179,REFRESHING,
155179,155202,ACTIVE,Row 0
155202,155221,WRITING,
155221,155260,PRECHARGING,
155260,155280,ACTIVE,Row 0
155280,155299,WRITING,
155299,155324,READING,
155324,155367,WRITING,
155367,155418,PRECHARGING,
155418,156340,REFRESHING,
156340,156372,ACTIVE,Row 0
156372,156405,WRITING,
156405,156422,READING,
156422,156446,PRECHARGING,
156446,156464,ACTIVE,Row 0
156464,156500,WRITING,
156500,156604,READING,
156604,156629,PRECHARGING,
156629,157088,REFRESHING,
157088,157112,ACTIVE,Row 0
157112,157140,WRITING,
157140,157179,READING,
157179,157205,PRECHARGING,
157205,157261,ACTIVE,Row 0
157261,157293,WRITING,
157293,157369,READING,
157369,157450,WRITING,
157450,157480,READING,
157480,157516,PRECHARGING,
157516,157538,ACTIVE,Row 0
157538,157615,WRITING,
157615,157643,PRECHARGING,
157643,158075,REFRESHING,
158075,158094,ACTIVE,Row 0
158094,158177,WRITING,
158177,158225,READING,
158225,158301,WRITING,
158301,158374,READING,
158374,158393,WRITING,
158393,158432,PRECHARGING,
158432,158477,ACTIVE,Row 0
158477,158534,PRECHARGING,
158534,158563,ACTIVE,Row 0
158563,158602,WRITING,
158602,158693,READING,
158693,158711,WRITING,
158711,158765,READING,
158765,158784,WRITING,
158784,158824,READING,
158824,158974,WRITING,
158974,158993,PRECHARGING,
158993,159022,ACTIVE,Row 0
159022,159054,READING,
159054,159105,WRITING,
159105,159151,READING,
159151,159194,WRITING,
159194,159328,READING,
159328,159382,PRECHARGING,
159382,159410,ACTIVE,Row 0
159410,159461,READING,
159461,159489,PRECHARGING,
159489,160409,REFRESHING,
160409,160426,ACTIVE,Row 0
160426,160594,WRITING,
160594,160617,READING,
160617,160673,PRECHARGING,
160673,160712,ACTIVE,Row 0
160712,160729,WRITING,
160729,160758,READING,
160758,160794,PRECHARGING,
160794,160813,ACTIVE,Row 0
160813,160905,READING,
160905,160971,WRITING,
160971,161039,READING,
161039,161076,WRITING,
161076,161135,READING,
161135,161177,WRITING,
161177,161203,READING,
161203,161220,PRECHARGING,
161220,161238,ACTIVE,Row 0
161238,161274,READING,
161274,161304,WRITING,
161304,161327,PRECHARGING,
161327,162637,REFRESHING,
162637,162656,ACTIVE,Row 0
162656,162675,WRITING,
162675,162717,READING,
162717,162764,WRITING,
162764,162789,READING,
162789,162922,PRECHARGING,
162922,163779,REFRESHING,
163779,163834,ACTIVE,Row 0
163834,164007,READING,
164007,164021,WRITING,
164021,164039,READING,
164039,164100,PRECHARGING,
164100,164580,REFRESHING,
164580,164626,ACTIVE,Row 0
164626,164660,READING,
164660,164684,WRITING,
164684,164701,READING,
164701,164720,PRECHARGING,
164720,165570,REFRESHING,
165570,165624,ACTIVE,Row 0
165624,165649,WRITING,
165649,165674,READING,
165674,165699,PRECHARGING,
165699,167445,REFRESHING,
167445,167469,ACTIVE,Row 0
167469,167485,WRITING,
167485,167522,READING,
167522,167540,WRITING,
167540,167571,PRECHARGING,
167571,167995,REFRESHING,
167995,168012,ACTIVE,Row 0
168012,168166,READING,
168166,168234,WRITING,
168234,168255,READING,
168255,168329,WRITING,
168329,168370,PRECHARGING,
168370,168404,ACTIVE,Row 0
168404,168421,WRITING,
168421,168477,READING,
168477,168521,PRECHARGING,
168521,168561,ACTIVE,Row 0
168561,168598,READING,
168598,168634,PRECHARGING,
168634,168663,ACTIVE,Row 0
168663,168742,WRITING,
168742,168768,READING,
168768,168782,WRITING,
168782,168873,READING,
168873,168913,WRITING,
168913,168960,PRECHARGING,
168960,169014,ACTIVE,Row 0
169014,169041,PRECHARGING,
169041,169899,REFRESHING,
169899,169918,ACTIVE,Row 0
169918,170078,READING,
170078,170137,WRITING,
170137,170214,PRECHARGING,
170214,170253,ACTIVE,Row 0
170253,170285,READING,
170285,170331,WRITING,
170331,170356,READING,
170356,170383,WRITING,
170383,170443,PRECHARGING,
170443,170863,REFRESHING,
170863,170897,ACTIVE,Row 0
170897,170928,READING,
170928,170944,WRITING,
170944,171011,READING,
171011,171035,PRECHARGING,
171035,171070,ACTIVE,Row 0
171070,171103,WRITING,
171103,171139,READING,
171139,171192,PRECHARGING,
171192,171229,ACTIVE,Row 0
171229,171260,READING,
171260,171295,WRITING,
171295,171337,READING,
171337,171408,PRECHARGING,
171408,171427,ACTIVE,Row 0
171427,171444,WRITING,
171444,171571,READING,
171571,171590,PRECHARGING,
171590,171614,ACTIVE,Row 0
171614,171644,READING,
171644,171730,PRECHARGING,
171730,172161,REFRESHING,
172161,172221,ACTIVE,Row 0
172221,172238,READING,
172238,172310,WRITING,
172310,172328,READING,
172328,172388,WRITING,
172388,172407,READING,
172407,172416,WRITING,
172416,172445,READING,
172445,172474,WRITING,
172474,172630,READING,
172630,172666,PRECHARGING,
172666,175698,REFRESHING,
175698,175724,ACTIVE,Row 0
175724,175742,READING,
175742,175790,WRITING,
175790,175823,READING,
175823,175850,PRECHARGING,
175850,175869,ACTIVE,Row 0
175869,175982,READING,
175982,176024,PRECHARGING,
176024,176053,ACTIVE,Row 0
176053,176071,READING,
176071,176103,WRITING,
176103,176213,READING,
176213,176263,WRITING,
176263,176280,READING,
176280,176301,WRITING,
176301,176357,PRECHARGING,
176357,177678,REFRESHING,
177678,177710,ACTIVE,Row 0
177710,177731,READING,
177731,177758,WRITING,
177758,177778,READING,
177778,177804,WRITING,
177804,177827,PRECHARGING,
177827,177876,ACTIVE,Row 0
177876,178008,READING,
178008,178033,WRITING,
178033,178059,READING,
178059,178102,PRECHARGING,
178102,178548,REFRESHING,
178548,178566,ACTIVE,Row 0
178566,178637,READING,
178637,178646,WRITING,
178646,178691,READING,
178691,178722,WRITING,
178722,178770,PRECHARGING,
178770,178828,ACTIVE,Row 0
178828,178851,WRITING,
178851,178868,PRECHARGING,
178868,178911,ACTIVE,Row 0
178911,178935,WRITING,
178935,178953,PRECHARGING,
178953,179006,ACTIVE,Row 0
179006,179164,READING,
179164,179190,PRECHARGING,
179190,179230,ACTIVE,Row 0
179230,179249,WRITING,
179249,179271,PRECHARGING,
179271,180121,REFRESHING,
180121,180184,ACTIVE,Row 0
180184,180217,PRECHARGING,
180217,180242,ACTIVE,Row 0
180242,180278,READING,
180278,180313,PRECHARGING,
180313,180341,ACTIVE,Row 0
180341,180395,WRITING,
180395,180434,PRECHARGING,
180434,180481,ACTIVE,Row 0
180481,180548,READING,
180548,180590,PRECHARGING,
180590,180632,ACTIVE,Row 0
180632,180649,READING,
180649,180682,WRITING,
180682,180722,READING,
180722,180752,PRECHARGING,
180752,180790,ACTIVE,Row 0
180790,180823,READING,
180823,180860,PRECHARGING,
180860,181757,REFRESHING,
181757,181788,ACTIVE,Row 0
181788,181809,READING,
181809,181849,PRECHARGING,
181849,182286,REFRESHING,
182286,182351,ACTIVE,Row 0
182351,182388,READING,
182388,182414,PRECHARGING,
182414,182838,REFRESHING,
182838,182876,ACTIVE,Row 0
182876,182898,READING,
182898,182965,PRECHARGING,
182965,182984,ACTIVE,Row 0
182984,183033,READING,
183033,183047,WRITING,
183047,183096,READING,
183096,183129,PRECHARGING,
183129,183192,ACTIVE,Row 0
183192,183254,WRITING,
183254,183297,READING,
183297,183323,PRECHARGING,
183323,184178,REFRESHING,
184178,184232,ACTIVE,Row 0
184232,184333,READING,
184333,184367,WRITING,
184367,184389,READING,
184389,184401,WRITING,
184401,184435,READING,
184435,184462,PRECHARGING,
184462,185320,REFRESHING,
185320,185388,ACTIVE,Row 0
185388,185415,PRECHARGING,
185415,185436,ACTIVE,Row 0
185436,185476,WRITING,
185476,185496,PRECHARGING,
185496,185548,ACTIVE,Row 0
185548,185623,PRECHARGING,
185623,185681,ACTIVE,Row 0
185681,185723,READING,
185723,185767,PRECHARGING,
185767,186639,REFRESHING,
186639,186656,ACTIVE,Row 0
186656,186686,READING,
186686,186705,PRECHARGING,
186705,186722,ACTIVE,Row 0
186722,186748,READING,
186748,186772,PRECHARGING,
186772,187232,REFRESHING,
187232,187275,ACTIVE,Row 0
187275,187289,WRITING,
187289,187319,READING,
187319,187345,WRITING,
187345,187392,PRECHARGING,
187392,188692,REFRESHING,
188692,188731,ACTIVE,Row 0
188731,188795,READING,
188795,188842,PRECHARGING,
188842,188863,ACTIVE,Row 0
188863,188900,WRITING,
188900,188923,READING,
188923,188970,PRECHARGING,
188970,189406,REFRESHING,
189406,189436,ACTIVE,Row 0
189436,189537,READING,
189537,189617,WRITING,
189617,189646,READING,
189646,189687,PRECHARGING,
189687,190593,REFRESHING,
190593,190637,ACTIVE,Row 0
190637,190654,WRITING,
190654,190681,READING,
190681,190712,PRECHARGING,
190712,190756,ACTIVE,Row 0
190756,190785,READING,
190785,190823,WRITING,
190823,190852,READING,
190852,190862,WRITING,
190862,190886,READING,
190886,190912,WRITING,
190912,190936,PRECHARGING,
190936,190954,ACTIVE,Row 0
190954,190986,READING,
190986,191003,PRECHARGING,
191003,191050,ACTIVE,Row 0
191050,191077,WRITING,
191077,191107,PRECHARGING,
191107,191141,ACTIVE,Row 0
191141,191187,READING,
191187,191206,PRECHARGING,
191206,191642,REFRESHING,
191642,191662,ACTIVE,Row 0
191662,191710,WRITING,
191710,191756,READING,
191756,191787,PRECHARGING,
191787,192641,REFRESHING,
192641,192686,ACTIVE,Row 0
192686,192752,READING,
192752,192771,PRECHARGING,
192771,193226,REFRESHING,
193226,193252,ACTIVE,Row 0
193252,193280,WRITING,
193280,193325,PRECHARGING,
193325,193347,ACTIVE,Row 0
193347,193405,READING,
193405,193430,PRECHARGING,
193430,193467,ACTIVE,Row 0
193467,193491,WRITING,
193491,193511,READING,
193511,193565,WRITING,
193565,193620,READING,
193620,193701,PRECHARGING,
193701,193746,ACTIVE,Row 0
193746,193764,WRITING,
193764,193788,READING,
193788,193823,WRITING,
193823,193843,READING,
193843,193863,WRITING,
193863,193895,PRECHARGING,
193895,193952,ACTIVE,Row 0
193952,194014,READING,
194014,194037,PRECHARGING,
194037,194091,ACTIVE,Row 0
194091,194127,PRECHARGING,
194127,194569,REFRESHING,
194569,194600,ACTIVE,Row 0
194600,194619,WRITING,
194619,194637,READING,
194637,194686,PRECHARGING,
194686,194740,ACTIVE,Row 0
194740,194776,READING,
194776,194811,WRITING,
194811,194851,READING,
194851,194880,WRITING,
194880,194901,READING,
194901,194950,WRITING,
194950,194969,READING,
194969,195005,PRECHARGING,
195005,195436,REFRESHING,
195436,195456,ACTIVE,Row 0
195456,195537,READING,
195537,195570,WRITING,
195570,195595,READING,
195595,195622,PRECHARGING,
195622,195644,ACTIVE,Row 0
195644,195704,READING,
195704,195730,PRECHARGING,
195730,195754,ACTIVE,Row 0
195754,195824,WRITING,
195824,195861,READING,
195861,195903,WRITING,
195903,195948,PRECHARGING,
195948,195971,ACTIVE,Row 0
195971,196046,READING,
196046,196064,PRECHARGING,
196064,196539,REFRESHING,
196539,196578,ACTIVE,Row 0
196578,196595,PRECHARGING,
196595,198357,REFRESHING,
198357,198384,ACTIVE,Row 0
198384,198416,READING,
198416,198476,WRITING,
198476,198505,READING,
198505,198556,WRITING,
198556,198620,READING,
198620,198640,WRITING,
198640,198662,READING,
198662,198674,WRITING,
198674,198711,READING,
198711,198802,PRECHARGING,
198802,198821,ACTIVE,Row 0
198821,198841,READING,
198841,198857,WRITING,
198857,198874,READING,
198874,198906,WRITING,
198906,198944,READING,
198944,198971,PRECHARGING,
198971,199835,REFRESHING,
199835,199896,ACTIVE,Row 0
199896,199928,WRITING,
199928,199957,READING,
199957,199984,PRECHARGING,
199984,200002,ACTIVE,Row 0
200002,200031,WRITING,
200031,200087,PRECHARGING,
200087,200126,ACTIVE,Row 0
200126,200191,WRITING,
200191,200242,PRECHARGING,
200242,200668,REFRESHING,
200668,200735,ACTIVE,Row 0
200735,200761,READING,
200761,200793,WRITING,
200793,200892,READING,
200892,200919,WRITING,
200919,200937,READING,
200937,200958,PRECHARGING,
200958,201378,REFRESHING,
201378,201428,ACTIVE,Row 0
201428,201470,PRECHARGING,
201470,201917,REFRESHING,
201917,201945,ACTIVE,Row 0
201945,202010,WRITING,
202010,202139,READING,
202139,202158,PRECHARGING,
202158,202175,ACTIVE,Row 0
202175,202193,WRITING,
202193,202300,READING,
202300,202325,PRECHARGING,
202325,202750,REFRESHING,
202750,202771,ACTIVE,Row 0
202771,202812,WRITING,
202812,202874,READING,
202874,202910,WRITING,
202910,202934,PRECHARGING,
202934,202983,ACTIVE,Row 0
202983,203003,PRECHARGING,
203003,203037,ACTIVE,Row 0
203037,203061,WRITING,
203061,203088,READING,
203088,203117,PRECHARGING,
203117,203555,REFRESHING,
203555,203589,ACTIVE,Row 0
203589,203707,READING,
203707,203751,PRECHARGING,
203751,203779,ACTIVE,Row 0
203779,203829,WRITING,
203829,203846,PRECHARGING,
203846,204726,REFRESHING,
204726,204758,ACTIVE,Row 0
204758,204797,WRITING,
204797,204859,READING,
204859,204889,PRECHARGING,
204889,205318,REFRESHING,
205318,205341,ACTIVE,Row 0
205341,205372,WRITING,
205372,205393,PRECHARGING,
205393,205427,ACTIVE,Row 0
205427,205475,READING,
205475,205515,WRITING,
205515,205579,READING,
205579,205625,WRITING,
205625,205688,PRECHARGING,
205688,206114,REFRESHING,
206114,206157,ACTIVE,Row 0
206157,206190,PRECHARGING,
206190,206717,REFRESHING,
206717,206764,ACTIVE,Row 0
206764,206821,READING,
206821,206856,WRITING,
206856,206889,READING,
206889,206940,PRECHARGING,
206940,207802,REFRESHING,
207802,207819,ACTIVE,Row 0
207819,207855,WRITING,
207855,207880,PRECHARGING,
207880,208738,REFRESHING,
208738,208773,ACTIVE,Row 0
208773,208793,WRITING,
208793,208835,PRECHARGING,
208835,210197,REFRESHING,
210197,210216,ACTIVE,Row 0
210216,210233,WRITING,
210233,210295,READING,
210295,210323,PRECHARGING,
210323,210350,ACTIVE,Row 0
210350,210361,WRITING,
210361,210414,READING,
210414,210436,PRECHARGING,
210436,210862,REFRESHING,
210862,210890,ACTIVE,Row 0
210890,210969,READING,
210969,210998,PRECHARGING,
210998,211027,ACTIVE,Row 0
211027,211111,READING,
211111,211139,PRECHARGING,
211139,212443,REFRESHING,
212443,212504,ACTIVE,Row 0
212504,212535,PRECHARGING,
212535,212987,REFRESHING,
212987,213041,ACTIVE,Row 0
213041,213059,PRECHARGING,
213059,214401,REFRESHING,
214401,214425,ACTIVE,Row 0
214425,214469,WRITING,
214469,214530,READING,
214530,214614,WRITING,
214614,214663,READING,
214663,214681,PRECHARGING,
214681,215115,REFRESHING,
215115,215139,ACTIVE,Row 0
215139,215152,WRITING,
215152,215279,READING,
215279,215357,PRECHARGING,
215357,216204,REFRESHING,
216204,216222,ACTIVE,Row 0
216222,216265,WRITING,
216265,216355,READING,
216355,216499,PRECHARGING,
216499,216541,ACTIVE,Row 0
216541,216560,READING,
216560,216595,PRECHARGING,
216595,216679,ACTIVE,Row 0
216679,216750,READING,
216750,216776,PRECHARGING,
216776,217260,REFRESHING,
217260,217280,ACTIVE,Row 0
217280,217322,READING,
217322,217391,PRECHARGING,
217391,218731,REFRESHING,
218731,218756,ACTIVE,Row 0
218756,218766,WRITING,
218766,218792,READING,
218792,218822,WRITING,
218822,218841,READING,
218841,218858,PRECHARGING,
218858,219289,REFRESHING,
219289,219323,ACTIVE,Row 0
219323,219390,READING,
219390,219425,WRITING,
219425,219478,READING,
219478,219500,WRITING,
219500,219555,READING,
219555,219611,PRECHARGING,
219611,222220,REFRESHING,
222220,222265,ACTIVE,Row 0
222265,222306,WRITING,
222306,222363,READING,
222363,222391,PRECHARGING,
222391,222430,ACTIVE,Row 0
222430,222515,WRITING,
222515,222534,PRECHARGING,
222534,224284,REFRESHING,
224284,224320,ACTIVE,Row 0
224320,224334,WRITING,
224334,224383,READING,
224383,224411,WRITING,
224411,224479,READING,
224479,224528,PRECHARGING,
224528,224553,ACTIVE,Row 0
224553,224620,READING,
224620,224645,WRITING,
