Start,End,State,Label
0,136,IDLE,
136,153,ACTIVE,Row 0
153,181,WRITING,
181,214,PRECHARGING,
214,639,REFRESHING,
639,682,ACTIVE,Row 0
682,712,PRECHARGING,
712,754,ACTIVE,Row 0
754,833,READING,
833,860,WRITING,
860,877,READING,
877,908,PRECHARGING,
908,3094,REFRESHING,
3094,3112,ACTIVE,Row 0
3112,3147,READING,
3147,3168,WRITING,
3168,3214,READING,
3214,3234,WRITING,
3234,3251,READING,
3251,3270,PRECHARGING,
3270,3289,ACTIVE,Row 0
3289,3332,WRITING,
3332,3449,READING,
3449,3472,PRECHARGING,
3472,3936,REFRESHING,
3936,3962,ACTIVE,Row 0
3962,4024,READING,
4024,4060,PRECHARGING,
4060,4945,REFRESHING,
4945,5005,ACTIVE,Row 0
5005,5040,READING,
5040,5064,WRITING,
5064,5094,PRECHARGING,
5094,5948,REFRESHING,
5948,5983,ACTIVE,Row 0
5983,6011,READING,
6011,6038,PRECHARGING,
6038,6087,ACTIVE,Row 0
6087,6114,READING,
6114,6142,PRECHARGING,
6142,6182,ACTIVE,Row 0
6182,6249,READING,
6249,6273,PRECHARGING,
6273,7138,REFRESHING,
7138,7192,ACTIVE,Row 0
7192,7264,READING,
7264,7285,PRECHARGING,
7285,7308,ACTIVE,Row 0
7308,7337,WRITING,
7337,7354,PRECHARGING,
7354,7803,REFRESHING,
7803,7879,ACTIVE,Row 0
7879,7906,PRECHARGING,
7906,7961,ACTIVE,Row 0
7961,7991,WRITING,
7991,8042,READING,
8042,8072,WRITING,
8072,8132,PRECHARGING,
8132,8981,REFRESHING,
8981,9012,ACTIVE,Row 0
9012,9034,READING,
9034,9103,PRECHARGING,
9103,9526,REFRESHING,
9526,9559,ACTIVE,Row 0
9559,9591,WRITING,
9591,9619,READING,
9619,9665,PRECHARGING,
9665,10099,REFRESHING,
10099,10142,ACTIVE,Row 0
10142,10241,READING,
10241,10260,WRITING,
10260,10283,READING,
10283,10333,WRITING,
10333,10415,PRECHARGING,
10415,10843,REFRESHING,
10843,10863,ACTIVE,Row 0
10863,10959,WRITING,
10959,11028,READING,
11028,11054,PRECHARGING,
11054,12496,REFRESHING,
12496,12539,ACTIVE,Row 0
12539,12548,WRITING,
12548,12568,READING,
12568,12661,WRITING,
12661,12697,READING,
12697,12715,PRECHARGING,
12715,12753,ACTIVE,Row 0
12753,12786,WRITING,
12786,12803,PRECHARGING,
12803,13271,REFRESHING,
13271,13293,ACTIVE,Row 0
13293,13311,WRITING,
13311,13347,PRECHARGING,
13347,13365,ACTIVE,Row 0
13365,13395,READING,
13395,13416,PRECHARGING,
13416,13843,REFRESHING,
13843,13874,ACTIVE,Row 0
13874,14099,WRITING,
14099,14133,READING,
14133,14151,WRITING,
14151,14261,READING,
14261,14294,PRECHARGING,
14294,14339,ACTIVE,Row 0
14339,14368,PRECHARGING,
14368,14395,ACTIVE,Row 0
14395,14465,WRITING,
14465,14493,PRECHARGING,
14493,16237,REFRESHING,
16237,16262,ACTIVE,Row 0
16262,16277,WRITING,
16277,16300,READING,
16300,16351,WRITING,
16351,16372,READING,
16372,16426,WRITING,
16426,16454,PRECHARGING,
16454,16496,ACTIVE,Row 0
16496,16513,READING,
16513,16613,WRITING,
16613,16658,PRECHARGING,
16658,17080,REFRESHING,
17080,17110,ACTIVE,Row 0
17110,17180,READING,
17180,17231,PRECHARGING,
17231,17668,REFRESHING,
17668,17713,ACTIVE,Row 0
17713,17779,WRITING,
17779,17813,READING,
17813,17843,PRECHARGING,
17843,17867,ACTIVE,Row 0
17867,17900,READING,
17900,17928,WRITING,
17928,17960,READING,
17960,17978,PRECHARGING,
17978,21444,REFRESHING,
21444,21486,ACTIVE,Row 0
21486,21516,WRITING,
21516,21535,READING,
21535,21570,WRITING,
21570,21594,READING,
21594,21647,PRECHARGING,
21647,21673,ACTIVE,Row 0
21673,21724,WRITING,
21724,21776,READING,
21776,21803,PRECHARGING,
21803,22257,REFRESHING,
22257,22288,ACTIVE,Row 0
22288,22369,WRITING,
22369,22425,PRECHARGING,
22425,22873,REFRESHING,
22873,22909,ACTIVE,Row 0
22909,22955,WRITING,
22955,22991,READING,
22991,23028,PRECHARGING,
23028,23064,ACTIVE,Row 0
23064,23091,READING,
23091,23111,PRECHARGING,
23111,23137,ACTIVE,Row 0
23137,23154,READING,
23154,23193,WRITING,
23193,23222,READING,
23222,23264,PRECHARGING,
23264,23287,ACTIVE,Row 0
23287,23325,WRITING,
23325,23342,PRECHARGING,
23342,25517,REFRESHING,
25517,25545,ACTIVE,Row 0
25545,25563,WRITING,
25563,25584,READING,
25584,25627,WRITING,
25627,25665,PRECHARGING,
25665,29516,REFRESHING,
29516,29542,ACTIVE,Row 0
29542,29571,READING,
29571,29637,PRECHARGING,
29637,29669,ACTIVE,Row 0
29669,29716,WRITING,
29716,29734,READING,
29734,29781,PRECHARGING,
29781,29824,ACTIVE,Row 0
29824,29876,WRITING,
29876,29922,PRECHARGING,
29922,30377,REFRESHING,
30377,30401,ACTIVE,Row 0
30401,30416,WRITING,
30416,30447,READING,
30447,30537,WRITING,
30537,30564,READING,
30564,30588,PRECHARGING,
30588,31038,REFRESHING,
31038,31055,ACTIVE,Row 0
31055,31081,WRITING,
31081,31100,READING,
31100,31134,PRECHARGING,
31134,31157,ACTIVE,Row 0
31157,31239,READING,
31239,31268,PRECHARGING,
31268,31730,REFRESHING,
31730,31769,ACTIVE,Row 0
31769,31827,WRITING,
31827,31852,PRECHARGING,
31852,32291,REFRESHING,
32291,32328,ACTIVE,Row 0
32328,32357,WRITING,
32357,32392,PRECHARGING,
32392,32424,ACTIVE,Row 0
32424,32441,READING,
32441,32488,WRITING,
32488,32528,PRECHARGING,
32528,32553,ACTIVE,Row 0
32553,32571,WRITING,
32571,32614,PRECHARGING,
32614,33981,REFRESHING,
33981,33999,ACTIVE,Row 0
33999,34067,READING,
34067,34092,PRECHARGING,
34092,34972,REFRESHING,
34972,34989,ACTIVE,Row 0
34989,35029,WRITING,
35029,35072,READING,
35072,35091,PRECHARGING,
35091,37669,REFRESHING,
37669,37691,ACTIVE,Row 0
37691,37724,WRITING,
37724,37747,READING,
37747,37822,WRITING,
37822,37841,READING,
37841,37873,PRECHARGING,
37873,37913,ACTIVE,Row 0
37913,37942,WRITING,
37942,38004,PRECHARGING,
38004,38427,REFRESHING,
38427,38462,ACTIVE,Row 0
38462,38492,WRITING,
38492,38518,READING,
38518,38547,PRECHARGING,
38547,38565,ACTIVE,Row 0
38565,38653,READING,
38653,38683,PRECHARGING,
38683,40409,REFRESHING,
40409,40448,ACTIVE,Row 0
40448,40516,READING,
40516,40561,WRITING,
40561,40584,READING,
40584,40598,WRITING,
40598,40653,READING,
40653,40706,PRECHARGING,
40706,40749,ACTIVE,Row 0
40749,40770,READING,
40770,40888,PRECHARGING,
40888,40920,ACTIVE,Row 0
40920,40982,READING,
40982,41008,WRITING,
41008,41025,READING,
41025,41044,WRITING,
41044,41081,READING,
41081,41115,WRITING,
41115,41150,READING,
41150,41203,PRECHARGING,
41203,41244,ACTIVE,Row 0
41244,41302,WRITING,
41302,41335,READING,
41335,41350,WRITING,
41350,41405,READING,
41405,41425,PRECHARGING,
41425,41855,REFRESHING,
41855,41894,ACTIVE,Row 0
41894,41935,WRITING,
41935,41972,READING,
41972,41998,WRITING,
41998,42031,PRECHARGING,
42031,42082,ACTIVE,Row 0
42082,42100,WRITING,
42100,42150,READING,
42150,42186,PRECHARGING,
42186,43522,REFRESHING,
43522,43552,ACTIVE,Row 0
43552,43578,WRITING,
43578,43810,READING,
43810,43845,PRECHARGING,
43845,43873,ACTIVE,Row 0
43873,43913,WRITING,
43913,43956,READING,
43956,44030,PRECHARGING,
44030,45422,REFRESHING,
45422,45474,ACTIVE,Row 0
45474,45494,PRECHARGING,
45494,45541,ACTIVE,Row 0
45541,45565,READING,
45565,45671,WRITING,
45671,45706,PRECHARGING,
45706,45735,ACTIVE,Row 0
45735,45828,WRITING,
45828,45855,READING,
45855,45878,PRECHARGING,
45878,45910,ACTIVE,Row 0
45910,45931,READING,
45931,45948,WRITING,
45948,45982,READING,
45982,45999,WRITING,
45999,46016,READING,
46016,46041,WRITING,
46041,46066,PRECHARGING,
46066,46908,REFRESHING,
46908,46936,ACTIVE,Row 0
46936,47003,READING,
47003,47036,WRITING,
47036,47059,READING,
47059,47105,PRECHARGING,
47105,47152,ACTIVE,Row 0
47152,47195,WRITING,
47195,47212,READING,
47212,47240,WRITING,
47240,47286,PRECHARGING,
47286,47318,ACTIVE,Row 0
47318,47361,READING,
47361,47384,PRECHARGING,
47384,47438,ACTIVE,Row 0
47438,47454,WRITING,
47454,47519,READING,
47519,47547,WRITING,
47547,47575,READING,
47575,47611,PRECHARGING,
47611,48479,REFRESHING,
48479,48498,ACTIVE,Row 0
48498,48551,WRITING,
48551,48617,READING,
48617,48658,PRECHARGING,
48658,49078,REFRESHING,
49078,49102,ACTIVE,Row 0
49102,49123,WRITING,
49123,49164,READING,
49164,49191,WRITING,
49191,49219,PRECHARGING,
49219,49324,ACTIVE,Row 0
49324,49453,WRITING,
49453,49495,PRECHARGING,
49495,50785,REFRESHING,
50785,50842,ACTIVE,Row 0
50842,50877,WRITING,
50877,50930,READING,
50930,50948,PRECHARGING,
50948,50973,ACTIVE,Row 0
50973,50983,WRITING,
50983,51009,READING,
51009,51074,PRECHARGING,
51074,52360,REFRESHING,
52360,52379,ACTIVE,Row 0
52379,52395,WRITING,
52395,52445,READING,
52445,52477,WRITING,
52477,52505,PRECHARGING,
52505,53355,REFRESHING,
53355,53373,ACTIVE,Row 0
53373,53439,READING,
53439,53522,PRECHARGING,
53522,53942,REFRESHING,
53942,53972,ACTIVE,Row 0
53972,54018,READING,
54018,54057,WRITING,
54057,54076,READING,
54076,54120,WRITING,
54120,54165,PRECHARGING,
54165,55620,REFRESHING,
55620,55651,ACTIVE,Row 0
55651,55682,WRITING,
55682,55722,READING,
55722,55801,WRITING,
55801,55820,READING,
55820,55854,PRECHARGING,
55854,55897,ACTIVE,Row 0
55897,55943,READING,
55943,55979,WRITING,
55979,56067,READING,
56067,56101,WRITING,
56101,56118,READING,
56118,56149,PRECHARGING,
56149,56591,REFRESHING,
56591,56614,ACTIVE,Row 0
56614,56633,WRITING,
56633,56652,READING,
56652,56733,WRITING,
56733,56789,READING,
56789,56881,WRITING,
56881,56954,READING,
56954,56963,WRITING,
56963,57053,READING,
57053,57081,PRECHARGING,
57081,58407,REFRESHING,
58407,58445,ACTIVE,Row 0
58445,58483,READING,
58483,58502,WRITING,
58502,58578,PRECHARGING,
58578,58617,ACTIVE,Row 0
58617,58660,READING,
58660,58693,WRITING,
58693,58753,READING,
58753,58869,PRECHARGING,
58869,59311,REFRESHING,
59311,59330,ACTIVE,Row 0
59330,59359,READING,
59359,59446,WRITING,
59446,59483,PRECHARGING,
59483,59526,ACTIVE,Row 0
59526,59584,READING,
59584,59656,WRITING,
59656,59731,READING,
59731,59759,PRECHARGING,
59759,60186,REFRESHING,
60186,60230,ACTIVE,Row 0
60230,60239,WRITING,
60239,60333,READING,
60333,60377,WRITING,
60377,60451,PRECHARGING,
60451,60878,REFRESHING,
60878,60920,ACTIVE,Row 0
60920,60968,READING,
60968,60995,WRITING,
60995,61041,READING,
61041,61075,PRECHARGING,
61075,61100,ACTIVE,Row 0
61100,61117,READING,
61117,61149,WRITING,
61149,61175,PRECHARGING,
61175,61195,ACTIVE,Row 0
61195,61213,READING,
61213,61223,WRITING,
61223,61269,READING,
61269,61288,PRECHARGING,
61288,61319,ACTIVE,Row 0
61319,61339,READING,
61339,61397,WRITING,
61397,61488,PRECHARGING,
61488,61518,ACTIVE,Row 0
61518,61527,WRITING,
61527,61578,READING,
61578,61614,WRITING,
61614,61631,PRECHARGING,
61631,62059,REFRESHING,
62059,62104,ACTIVE,Row 0
62104,62123,PRECHARGING,
62123,62148,ACTIVE,Row 0
62148,62168,WRITING,
62168,62352,READING,
62352,62376,WRITING,
62376,62480,READING,
62480,62502,PRECHARGING,
62502,62546,ACTIVE,Row 0
62546,62590,WRITING,
62590,62682,READING,
62682,62697,WRITING,
62697,62726,READING,
62726,62816,WRITING,
62816,62840,READING,
62840,62866,PRECHARGING,
62866,62902,ACTIVE,Row 0
62902,62919,READING,
62919,62945,WRITING,
62945,62977,PRECHARGING,
62977,63825,REFRESHING,
63825,63879,ACTIVE,Row 0
63879,63928,PRECHARGING,
63928,63960,ACTIVE,Row 0
63960,64038,WRITING,
64038,64066,PRECHARGING,
64066,64965,REFRESHING,
64965,65006,ACTIVE,Row 0
65006,65038,READING,
65038,65089,WRITING,
65089,65156,READING,
65156,65188,PRECHARGING,
65188,65218,ACTIVE,Row 0
65218,65261,READING,
65261,65281,PRECHARGING,
65281,65313,ACTIVE,Row 0
65313,65333,READING,
65333,65369,WRITING,
65369,65399,READING,
65399,65441,WRITING,
65441,65488,READING,
65488,65519,PRECHARGING,
65519,65548,ACTIVE,Row 0
65548,65651,WRITING,
65651,65707,READING,
65707,65746,PRECHARGING,
65746,66605,REFRESHING,
66605,66628,ACTIVE,Row 0
66628,66653,READING,
66653,66689,PRECHARGING,
66689,66713,ACTIVE,Row 0
66713,66758,READING,
66758,66803,WRITING,
66803,66828,PRECHARGING,
66828,66880,ACTIVE,Row 0
66880,66934,READING,
66934,66972,PRECHARGING,
66972,67029,ACTIVE,Row 0
67029,67045,WRITING,
67045,67063,READING,
67063,67092,PRECHARGING,
67092,68023,REFRESHING,
68023,68054,ACTIVE,Row 0
68054,68080,WRITING,
68080,68130,READING,
68130,68156,PRECHARGING,
68156,68189,ACTIVE,Row 0
68189,68246,READING,
68246,68267,PRECHARGING,
68267,68308,ACTIVE,Row 0
68308,68341,READING,
68341,68353,WRITING,
68353,68371,READING,
68371,68397,PRECHARGING,
68397,68832,REFRESHING,
68832,68853,ACTIVE,Row 0
68853,68883,WRITING,
68883,68905,PRECHARGING,
68905,69763,REFRESHING,
69763,69781,ACTIVE,Row 0
69781,69826,READING,
69826,69854,PRECHARGING,
69854,69881,ACTIVE,Row 0
69881,69932,READING,
69932,70077,WRITING,
70077,70104,PRECHARGING,
70104,70554,REFRESHING,
70554,70589,ACTIVE,Row 0
70589,70608,WRITING,
70608,70626,READING,
70626,70645,PRECHARGING,
70645,71099,REFRESHING,
71099,71137,ACTIVE,Row 0
71137,71170,WRITING,
71170,71200,READING,
71200,71276,WRITING,
71276,71319,READING,
71319,71331,WRITING,
71331,71375,READING,
71375,71393,WRITING,
71393,71414,PRECHARGING,
71414,71458,ACTIVE,Row 0
71458,71491,PRECHARGING,
71491,71535,ACTIVE,Row 0
71535,71614,WRITING,
71614,71658,READING,
71658,71685,PRECHARGING,
71685,72974,REFRESHING,
72974,73013,ACTIVE,Row 0
73013,73040,READING,
73040,73057,PRECHARGING,
73057,75733,REFRESHING,
75733,75791,ACTIVE,Row 0
75791,75822,WRITING,
75822,75896,READING,
75896,75915,PRECHARGING,
75915,76353,REFRESHING,
76353,76370,ACTIVE,Row 0
76370,76393,READING,
76393,76457,WRITING,
76457,76485,PRECHARGING,
76485,76919,REFRESHING,
76919,76947,ACTIVE,Row 0
76947,76968,WRITING,
76968,76993,PRECHARGING,
76993,79170,REFRESHING,
79170,79240,ACTIVE,Row 0
79240,79269,WRITING,
79269,79337,READING,
79337,79354,WRITING,
79354,79383,READING,
79383,79423,PRECHARGING,
79423,79444,ACTIVE,Row 0
79444,79463,WRITING,
79463,79480,READING,
79480,79507,PRECHARGING,
79507,79526,ACTIVE,Row 0
79526,79569,READING,
79569,79615,PRECHARGING,
79615,80936,REFRESHING,
80936,80986,ACTIVE,Row 0
80986,81015,PRECHARGING,
81015,81873,REFRESHING,
81873,81904,ACTIVE,Row 0
81904,81969,WRITING,
81969,81994,PRECHARGING,
81994,82018,ACTIVE,Row 0
82018,82042,WRITING,
82042,82075,PRECHARGING,
82075,82500,REFRESHING,
82500,82521,ACTIVE,Row 0
82521,82592,READING,
82592,82640,PRECHARGING,
82640,82689,ACTIVE,Row 0
82689,82703,WRITING,
82703,82743,READING,
82743,82756,WRITING,
82756,82780,READING,
82780,82808,PRECHARGING,
82808,82848,ACTIVE,Row 0
82848,83016,READING,
83016,83111,WRITING,
83111,83138,PRECHARGING,
83138,83176,ACTIVE,Row 0
83176,83198,WRITING,
83198,83303,READING,
83303,83332,PRECHARGING,
83332,86065,REFRESHING,
86065,86107,ACTIVE,Row 0
86107,86123,WRITING,
86123,86181,READING,
86181,86207,WRITING,
86207,86284,READING,
86284,86307,PRECHARGING,
86307,86745,REFRESHING,
86745,86768,ACTIVE,Row 0
86768,86783,WRITING,
86783,86801,READING,
86801,86852,WRITING,
86852,86899,READING,
86899,87018,WRITING,
87018,87048,READING,
87048,87074,PRECHARGING,
87074,87498,REFRESHING,
87498,87535,ACTIVE,Row 0
87535,87554,READING,
87554,87574,PRECHARGING,
87574,87667,ACTIVE,Row 0
87667,87706,PRECHARGING,
87706,88553,REFRESHING,
88553,88575,ACTIVE,Row 0
88575,88680,READING,
88680,88691,WRITING,
88691,88754,READING,
88754,88810,WRITING,
88810,88845,READING,
88845,88872,PRECHARGING,
88872,88889,ACTIVE,Row 0
88889,88915,WRITING,
88915,88935,READING,
88935,88980,WRITING,
88980,89012,PRECHARGING,
89012,89038,ACTIVE,Row 0
89038,89101,WRITING,
89101,89136,READING,
89136,89153,PRECHARGING,
89153,90025,REFRESHING,
90025,90073,ACTIVE,Row 0
90073,90102,READING,
90102,90119,WRITING,
90119,90140,READING,
90140,90178,PRECHARGING,
90178,90628,REFRESHING,
90628,90651,ACTIVE,Row 0
90651,90668,READING,
90668,90733,WRITING,
90733,90752,PRECHARGING,
90752,90777,ACTIVE,Row 0
90777,90820,WRITING,
90820,90838,PRECHARGING,
90838,91695,REFRESHING,
91695,91741,ACTIVE,Row 0
91741,91760,PRECHARGING,
91760,91806,ACTIVE,Row 0
91806,91829,READING,
91829,91905,WRITING,
91905,91983,PRECHARGING,
91983,92009,ACTIVE,Row 0
92009,92077,READING,
92077,92096,WRITING,
92096,92113,READING,
92113,92135,PRECHARGING,
92135,92166,ACTIVE,Row 0
92166,92196,READING,
92196,92236,PRECHARGING,
92236,92298,ACTIVE,Row 0
92298,92317,READING,
92317,92362,PRECHARGING,
92362,92787,REFRESHING,
92787,92823,ACTIVE,Row 0
92823,92867,WRITING,
92867,92912,READING,
92912,92935,WRITING,
92935,93002,READING,
93002,93054,WRITING,
93054,93112,READING,
93112,93175,WRITING,
93175,93242,READING,
93242,93288,WRITING,
93288,93336,READING,
93336,93362,PRECHARGING,
93362,93401,ACTIVE,Row 0
93401,93436,WRITING,
93436,93456,READING,
93456,93491,WRITING,
93491,93551,READING,
93551,93570,WRITING,
93570,93587,PRECHARGING,
93587,93619,ACTIVE,Row 0
93619,93639,WRITING,
93639,93745,READING,
93745,93764,PRECHARGING,
93764,95543,REFRESHING,
95543,95598,ACTIVE,Row 0
95598,95662,READING,
95662,95699,WRITING,
95699,95843,PRECHARGING,
95843,95868,ACTIVE,Row 0
95868,95886,WRITING,
95886,95914,READING,
95914,95963,WRITING,
95963,96012,PRECHARGING,
96012,96438,REFRESHING,
96438,96475,ACTIVE,Row 0
96475,96521,WRITING,
96521,96544,PRECHARGING,
96544,96578,ACTIVE,Row 0
96578,96654,WRITING,
96654,96693,PRECHARGING,
96693,96714,ACTIVE,Row 0
96714,96851,READING,
96851,96890,WRITING,
96890,96916,PRECHARGING,
96916,96941,ACTIVE,Row 0
96941,97006,READING,
97006,97061,WRITING,
97061,97120,PRECHARGING,
97120,97151,ACTIVE,Row 0
97151,97368,READING,
97368,97386,PRECHARGING,
97386,98238,REFRESHING,
98238,98255,ACTIVE,Row 0
98255,98303,WRITING,
98303,98334,PRECHARGING,
98334,98372,ACTIVE,Row 0
98372,98390,READING,
98390,98491,WRITING,
98491,98510,PRECHARGING,
98510,99847,REFRESHING,
99847,99881,ACTIVE,Row 0
99881,99916,READING,
99916,99944,PRECHARGING,
99944,100392,REFRESHING,
100392,100422,ACTIVE,Row 0
100422,100506,READING,
100506,100537,WRITING,
100537,100576,PRECHARGING,
100576,100625,ACTIVE,Row 0
100625,100647,PRECHARGING,
100647,101531,REFRESHING,
101531,101594,ACTIVE,Row 0
101594,101616,PRECHARGING,
101616,102066,REFRESHING,
102066,102084,ACTIVE,Row 0
102084,102122,WRITING,
102122,102167,READING,
102167,102201,PRECHARGING,
102201,102245,ACTIVE,Row 0
102245,102276,READING,
102276,102346,WRITING,
102346,102446,READING,
102446,102503,WRITING,
102503,102579,READING,
102579,102619,WRITING,
102619,102638,READING,
102638,102689,WRITING,
102689,102726,READING,
102726,102752,PRECHARGING,
102752,102774,ACTIVE,Row 0
102774,102792,WRITING,
102792,102817,PRECHARGING,
102817,103274,REFRESHING,
103274,103333,ACTIVE,Row 0
103333,103359,WRITING,
103359,103423,PRECHARGING,
103423,103454,ACTIVE,Row 0
103454,103547,WRITING,
103547,103586,PRECHARGING,
103586,104006,REFRESHING,
104006,104025,ACTIVE,Row 0
104025,104105,READING,
104105,104122,PRECHARGING,
104122,104140,ACTIVE,Row 0
104140,104197,READING,
104197,104263,PRECHARGING,
104263,104307,ACTIVE,Row 0
104307,104330,PRECHARGING,
104330,104348,ACTIVE,Row 0
104348,104392,READING,
104392,104410,PRECHARGING,
104410,104436,ACTIVE,Row 0
104436,104491,WRITING,
104491,104548,PRECHARGING,
104548,104996,REFRESHING,
104996,105025,ACTIVE,Row 0
105025,105047,WRITING,
105047,105082,READING,
105082,105136,PRECHARGING,
105136,105570,REFRESHING,
105570,105603,ACTIVE,Row 0
105603,105628,READING,
105628,105654,WRITING,
105654,105671,PRECHARGING,
105671,105690,ACTIVE,Row 0
105690,105773,WRITING,
105773,105822,READING,
105822,105844,WRITING,
105844,105892,READING,
105892,105918,WRITING,
105918,105941,PRECHARGING,
105941,105968,ACTIVE,Row 0
105968,105991,READING,
105991,106008,PRECHARGING,
106008,106069,ACTIVE,Row 0
106069,106096,PRECHARGING,
106096,106116,ACTIVE,Row 0
106116,106164,WRITING,
106164,106182,READING,
106182,106234,WRITING,
106234,106267,READING,
106267,106291,PRECHARGING,
106291,107263,REFRESHING,
107263,107306,ACTIVE,Row 0
107306,107351,WRITING,
107351,107379,READING,
107379,107461,PRECHARGING,
107461,107494,ACTIVE,Row 0
107494,107573,READING,
107573,107593,PRECHARGING,
107593,107637,ACTIVE,Row 0
107637,107655,READING,
107655,107691,WRITING,
107691,107729,READING,
107729,107756,WRITING,
107756,107775,READING,
107775,107819,WRITING,
107819,107840,PRECHARGING,
107840,108263,REFRESHING,
108263,108289,ACTIVE,Row 0
108289,108344,WRITING,
108344,108417,READING,
108417,108470,PRECHARGING,
108470,108909,REFRESHING,
108909,108971,ACTIVE,Row 0
108971,109034,READING,
109034,109053,WRITING,
109053,109091,READING,
109091,109111,PRECHARGING,
109111,109156,ACTIVE,Row 0
109156,109174,WRITING,
109174,109204,READING,
109204,109245,PRECHARGING,
109245,110105,REFRESHING,
110105,110129,ACTIVE,Row 0
110129,110293,READING,
110293,110314,WRITING,
110314,110333,PRECHARGING,
110333,110767,REFRESHING,
110767,110790,ACTIVE,Row 0
110790,110805,WRITING,
110805,110834,READING,
110834,110851,PRECHARGING,
110851,111299,REFRESHING,
111299,111349,ACTIVE,Row 0
111349,111373,PRECHARGING,
111373,111406,ACTIVE,Row 0
111406,111536,WRITING,
111536,111558,PRECHARGING,
111558,111576,ACTIVE,Row 0
111576,111700,READING,
111700,111728,WRITING,
111728,111759,READING,
111759,111787,WRITING,
111787,111844,READING,
111844,111854,WRITING,
111854,111886,READING,
111886,111985,WRITING,
111985,112008,PRECHARGING,
112008,112035,ACTIVE,Row 0
112035,112054,WRITING,
112054,112127,READING,
112127,112153,PRECHARGING,
112153,112202,ACTIVE,Row 0
112202,112239,PRECHARGING,
112239,112264,ACTIVE,Row 0
112264,112274,WRITING,
112274,112295,READING,
112295,112335,PRECHARGING,
112335,112775,REFRESHING,
112775,112794,ACTIVE,Row 0
112794,112815,WRITING,
112815,112850,PRECHARGING,
112850,112902,ACTIVE,Row 0
112902,112983,PRECHARGING,
112983,113426,REFRESHING,
113426,113451,ACTIVE,Row 0
113451,113507,WRITING,
113507,113552,READING,
113552,113570,PRECHARGING,
113570,114050,REFRESHING,
114050,114072,ACTIVE,Row 0
114072,114120,READING,
114120,114137,PRECHARGING,
114137,114156,ACTIVE,Row 0
114156,114186,READING,
114186,114286,PRECHARGING,
114286,114707,REFRESHING,
114707,114743,ACTIVE,Row 0
114743,114821,READING,
114821,114842,PRECHARGING,
114842,115308,REFRESHING,
115308,115333,ACTIVE,Row 0
115333,115403,READING,
115403,115520,WRITING,
115520,115537,PRECHARGING,
115537,115577,ACTIVE,Row 0
115577,115627,READING,
115627,115645,PRECHARGING,
115645,117354,REFRESHING,
117354,117395,ACTIVE,Row 0
117395,117435,WRITING,
117435,117463,READING,
117463,117500,PRECHARGING,
117500,120152,REFRESHING,
120152,120175,ACTIVE,Row 0
120175,120197,WRITING,
120197,120259,PRECHARGING,
120259,120710,REFRESHING,
120710,120731,ACTIVE,Row 0
120731,120752,READING,
120752,120819,PRECHARGING,
120819,120857,ACTIVE,Row 0
120857,120876,READING,
120876,120886,WRITING,
120886,120904,READING,
120904,120941,PRECHARGING,
120941,120990,ACTIVE,Row 0
120990,121014,PRECHARGING,
121014,121454,REFRESHING,
121454,121479,ACTIVE,Row 0
121479,121521,WRITING,
121521,121550,PRECHARGING,
121550,121598,ACTIVE,Row 0
121598,121646,PRECHARGING,
121646,121664,ACTIVE,Row 0
121664,121683,WRITING,
121683,121716,READING,
121716,121737,PRECHARGING,
121737,121787,ACTIVE,Row 0
121787,121857,READING,
121857,121891,PRECHARGING,
121891,121933,ACTIVE,Row 0
121933,121967,READING,
121967,122010,WRITING,
122010,122046,READING,
122046,122078,WRITING,
122078,122132,READING,
122132,122141,WRITING,
122141,122179,READING,
122179,122215,PRECHARGING,
122215,122274,ACTIVE,Row 0
122274,122293,READING,
122293,122351,PRECHARGING,
122351,123209,REFRESHING,
123209,123249,ACTIVE,Row 0
123249,123335,PRECHARGING,
123335,123399,ACTIVE,Row 0
123399,123483,READING,
123483,123530,PRECHARGING,
123530,123963,REFRESHING,
123963,124010,ACTIVE,Row 0
124010,124188,WRITING,
124188,124213,PRECHARGING,
124213,124634,REFRESHING,
124634,124673,ACTIVE,Row 0
124673,124693,PRECHARGING,
124693,124746,ACTIVE,Row 0
124746,124791,WRITING,
124791,124831,READING,
124831,124871,PRECHARGING,
124871,125719,REFRESHING,
125719,125784,ACTIVE,Row 0
125784,125805,PRECHARGING,
125805,126689,REFRESHING,
126689,126719,ACTIVE,Row 0
126719,126742,READING,
126742,126766,PRECHARGING,
126766,126814,ACTIVE,Row 0
126814,126832,WRITING,
126832,126870,PRECHARGING,
126870,128201,REFRESHING,
128201,128234,ACTIVE,Row 0
128234,128253,WRITING,
128253,128303,READING,
128303,128340,WRITING,
128340,128377,READING,
128377,128401,PRECHARGING,
128401,128421,ACTIVE,Row 0
128421,128447,WRITING,
128447,128468,READING,
128468,128507,WRITING,
128507,128538,READING,
128538,128558,PRECHARGING,
128558,128992,REFRESHING,
128992,129055,ACTIVE,Row 0
129055,129081,WRITING,
129081,129158,PRECHARGING,
129158,129608,REFRESHING,
129608,129627,ACTIVE,Row 0
129627,129645,READING,
129645,129669,WRITING,
129669,129699,READING,
129699,129737,PRECHARGING,
129737,131486,REFRESHING,
131486,131560,ACTIVE,Row 0
131560,131646,READING,
131646,131666,PRECHARGING,
131666,131701,ACTIVE,Row 0
131701,131788,READING,
131788,131824,WRITING,
131824,131856,READING,
131856,131881,PRECHARGING,
131881,131938,ACTIVE,Row 0
131938,131983,READING,
